scientificName
Arcanobacterium hippocoleae
Arcanobacterium phocae
Arcanobacterium phocisimile
Arcanobacterium pluranimalium
Mobiluncus curtisii
Mobiluncus mulieris
Trueperella abortisuis
Trueperella bernardiae
Trueperella pyogenes
Varibaculum cambriense
Alloscardovia criceti
Alloscardovia macacae
Alloscardovia omnicolens
Bifidobacterium adolescentis
Bifidobacterium aesculapii
Bifidobacterium angulatum
Bifidobacterium biavatii
Bifidobacterium callitrichos
Bifidobacterium catenulatum
Bifidobacterium cuniculi
Bifidobacterium dentium 
Bifidobacterium faecale
Bifidobacterium gallicum
Bifidobacterium gallinarum
Bifidobacterium hapali
Bifidobacterium kashiwanohense
Bifidobacterium lemurum
Bifidobacterium longum
Bifidobacterium magnum
Bifidobacterium merycicum
Bifidobacterium moukalabense
Bifidobacterium myosotis
Bifidobacterium pseudocatenulatum
Bifidobacterium psychraerophilum
Bifidobacterium pullorum
Bifidobacterium reuteri
Bifidobacterium ruminantium
Bifidobacterium saeculare
Bifidobacterium saguini
Bifidobacterium scardovii
Bifidobacterium stellenboschense
Bifidobacterium thermacidophilum
Bifidobacterium tissieri
Bifidobacterium tsurumiense
Gardnerella vaginalis
Scardovia wiggsiae
Corynebacterium accolens
Corynebacterium afermentans
Corynebacterium amycolatum
Corynebacterium appendicis
Corynebacterium aquatimens
Corynebacterium argentoratense
Corynebacterium aurimucosum
Corynebacterium auris
Corynebacterium auriscanis
Corynebacterium bovis
Corynebacterium camporealensis
Corynebacterium canis
Corynebacterium capitovis
Corynebacterium caspium
Corynebacterium ciconiae
Corynebacterium confusum
Corynebacterium coyleae
Corynebacterium cystitidis
Corynebacterium diphtheriae
Corynebacterium durum
Corynebacterium falsenii
Corynebacterium freiburgense
Corynebacterium freneyi
Corynebacterium glucuronolyticum
Corynebacterium hansenii
Corynebacterium imitans
Corynebacterium jeikeium
Corynebacterium kroppenstedtii
Corynebacterium kutscheri
Corynebacterium lipophiloflavum
Corynebacterium macginleyi
Corynebacterium massiliense
Corynebacterium mastitidis
Corynebacterium matruchotii
Corynebacterium minutissimum
Corynebacterium mucifaciens
Corynebacterium mustelae
Corynebacterium mycetoides
Corynebacterium pelargi
Corynebacterium phocae
Corynebacterium pilbarense
Corynebacterium pilosum
Corynebacterium propinquum
Corynebacterium pseudodiphthericum
Corynebacterium pseudotuberculosis
Corynebacterium pyruviciproducens
Corynebacterium resistens
Corynebacterium riegelii
Corynebacterium sphenisci
Corynebacterium spheniscorum
Corynebacterium sputi
Corynebacterium striatum
Corynebacterium suicordis
Corynebacterium sundsvallense
Corynebacterium timonense
Corynebacterium trachiae
Corynebacterium tuberculostearicum
Corynebacterium ulcerans
Corynebacterium ulceribovis
Corynebacterium urealyticum
Corynebacterium ureicelerivorans
Corynebacterium uterequi
Corynebacterium xerosis
Turicella otitidis
Dietzia aurantiaca
Dietzia cinnamea
Dietzia maris
Dietzia papillomatosis
Gordonia araii
Gordonia bronchialis
Gordonia effusa
Gordonia iterans
Gordonia otitidis
Gordonia polyisoprenivorans
Gordonia rubripertincta
Gordonia sputi
Gordonia terrae
Mycobacterium abscessus
Mycobacterium africanum
Mycobacterium algericum
Mycobacterium alsense
Mycobacterium alvei
Mycobacterium arosiense
Mycobacterium arupense
Mycobacterium asiaticum
Mycobacterium aubagnense
Mycobacterium avium
Mycobacterium bacteremicum
Mycobacterium boenickei
Mycobacterium bohemicum
Mycobacterium bourgelatii
Mycobacterium bovis
Mycobacterium branderi
Mycobacterium brisbanense
Mycobacterium canariasense
Mycobacterium caprae
Mycobacterium celatum
Mycobacterium chelonae
Mycobacterium chimaera
Mycobacterium colombiense
Mycobacterium conceptionense
Mycobacterium conspicuum
Mycobacterium cosmeticum
Mycobacterium elephantis
Mycobacterium europaeum
Mycobacterium farcinogenes
Mycobacterium flavescens
Mycobacterium florentinum
Mycobacterium fortuitum
Mycobacterium gastri
Mycobacterium genavense
Mycobacterium goodii
Mycobacterium gordonae 
Mycobacterium haemophilum
Mycobacterium heckeshornense
Mycobacterium heidelbergense
Mycobacterium heraklionense
Mycobacterium immunogenum
Mycobacterium interjectum
Mycobacterium intermedium
Mycobacterium intracellulare
Mycobacterium iranicum
Mycobacterium kansasii
Mycobacterium koreense
Mycobacterium lentiflavum
Mycobacterium leprae
Mycobacterium lepraemurium
Mycobacterium llatzerense
Mycobacterium longobardum
Mycobacterium mageritense
Mycobacterium malmoense
Mycobacterium mantenii
Mycobacterium marinum
Mycobacterium marseillense
Mycobacterium microti
Mycobacterium monacense
Mycobacterium montefiorense
Mycobacterium mucogenicum
Mycobacterium nebraskense
Mycobacterium neoaurum
Mycobacterium nonchromogenicum
Mycobacterium palustre
Mycobacterium paraffinicum
Mycobacterium paragordonae
Mycobacterium parakoreense
Mycobacterium parascrofulaceum
Mycobacterium peregrinum
Mycobacterium phocaicum
Mycobacterium pinnipedii
Mycobacterium porcinum
Mycobacterium poriferae
Mycobacterium pseudoshottsii
Mycobacterium rhodesiae
Mycobacterium riyadhense
Mycobacterium salmoniphilum
Mycobacterium scrofulaceum
Mycobacterium senegalense
Mycobacterium septicum
Mycobacterium setense
Mycobacterium sherrisii
Mycobacterium shimoidei
Mycobacterium shinjukuense
Mycobacterium shottsii
Mycobacterium simiae
Mycobacterium smegmatis
Mycobacterium szulgai
Mycobacterium terrae
Mycobacterium thermoresistibile
Mycobacterium timonense
Mycobacterium tokaiense
Mycobacterium triplex
Mycobacterium triviale
Mycobacterium tuberculosis
Mycobacterium ulcerans
Mycobacterium wolinskyi
Mycobacterium xenopi
Nocardia abscessus
Nocardia africana
Nocardia amikacinitolerans
Nocardia anaemiae
Nocardia aobensis
Nocardia araoensis
Nocardia arthritidis
Nocardia asiatica
Nocardia asteroides
Nocardia beijingensis
Nocardia blacklockiae
Nocardia brasiliensis
Nocardia concava
Nocardia cyriacigeorgica
Nocardia elegans
Nocardia exalbida
Nocardia farcinica
Nocardia harenae
Nocardia higoensis
Nocardia ignorata
Nocardia kroppenstedtii
Nocardia kruczakiae
Nocardia mexicana
Nocardia mikamii
Nocardia neocaledoniensis
Nocardia niigatensis
Nocardia niwae
Nocardia nova
Nocardia otitidiscaviarum
Nocardia paucivorans
Nocardia pneumoniae
Nocardia pseudobrasiliensis
Nocardia salmonicida
Nocardia seriolae
Nocardia takedensis
Nocardia tenerifensis
Nocardia terpenica
Nocardia transvalensis
Nocardia veterana
Nocardia wallacei
Nocardia yamanashiensis
Rhodococcus corynebacterioides
Rhodococcus equi
Rhodococcus erythropolis
Rhodococcus globerulus
Rhodococcus rhodnii
Segniliparus rotundus
Segniliparus rugosus
Tsukamurella hongkongensis
Tsukamurella inchonensis 
Tsukamurella paurometabola
Tsukamurella pulmonis 
Tsukamurella sinensis
Tsukamurella tyrosinosolvens
Williamsia muralis
Brevibacterium avium
Brevibacterium casei
Brevibacterium epidermidis
Brevibacterium iodinum
Brevibacterium luteolum
Brevibacterium mcbrellneri
Brevibacterium otitidis
Brevibacterium paucivorans
Brevibacterium ravenspurgense
Brevibacterium sanguinis
Cellulomonas denverensis
Cellulomonas hominis
Cellulomonas massiliensis
Oerskovia turbata
Brachybacterium muris
Dermabacter hominis
Devriesea agamarum
Branchiibius cervicis
Branchiibius hedensis
Dermacoccus barathri
Kytococcus schroeteri
Kytococcus sedentarius
Austwickia chelonae
Dermatophilus congolensis
Arsenicicoccus dermatophilus
Arsenicicoccus piscis
Janibacter melonis
Canibacter oris
Gryllotalpicola ginsengisoli
Microbacterium binotii
Microbacterium paraoxydans
Pseudoclavibacter bifida
Arthrobacter agilis
Arthrobacter gandavensis
Arthrobacter luteolus
Arthrobacter nasiphocae
Arthrobacter rhombi
Arthrobacter sanguinis
Arthrobacter woluwensis
Auritidibacter ignavus
Enteractinococcus coprophilus
Kocuria kristinae
Kocuria marina
Kocuria rhizophila
Kocuria rosea
Kocuria salsicia
Kocuria varians
Micrococcus luteus
Renibacterium salmoninarum
Rothia aeria
Rothia dentocariosa
Rothia mucilaginosa
Cellulosimicrobium cellulans
Cellulosimicrobium funkei
Tropheryma whipplei
Propionibacterium acidifaciens
Propionibacterium acnes
Propionibacterium australiense
Propionibacterium avidum
Propionibacterium granulosum 
Propionibacterium propionicum
Amycolatopsis benzoatilytica
Amycolatopsis kentuckyensis
Amycolatopsis lexingtonensis
Amycolatopsis orientalis
Amycolatopsis palatopharyngis
Amycolatopsis pretoriensis
Crossiella equi
Pseudonocardia autotrophica
Pseudonocardia oroxyli
Saccharomonospora viridis
Saccharopolyspora rectivirgula
Saccharopolyspora rosea
Sciscionella marina
Streptomyces albus
Streptomyces bikiniensis
Streptomyces cacaoi
Streptomyces lanatus
Streptomyces somaliensis
Streptomyces thermovulgaris
Nocardiopsis dassonvillei
Actinomadura madurae
Actinomadura meyerae
Actinomadura pelletieri
Actinomadura sputi
Atopobium deltae
Atopobium fossor
Atopobium minutum
Atopobium parvulum
Atopobium rimae
Atopobium vaginae
Collinsella aerofaciens
Collinsella intestinalis
Collinsella stercoris
Collinsella tanakaei
Adlercreutzia equolifaciens
Asaccharobacter celatus
Cryptobacterium curtum
Eggerthella lenta
Eggerthella sinensis
Gordonibacter pamelaeae
Paraeggerthella hongkongensis
Slackia exigua
Anaerorhabdus furcosa
Bacteroides acidifaciens
Bacteroides barnesiae
Bacteroides caccae
Bacteroides cellulosilyticus
Bacteroides clarus
Bacteroides coprocola
Bacteroides coprophilus
Bacteroides dorei
Bacteroides eggerthii
Bacteroides faecichinchillae
Bacteroides faecis
Bacteroides finegoldii
Bacteroides fluxus
Bacteroides fragilis
Bacteroides galacturonicus
Bacteroides gallinarum
Bacteroides helcogenes
Bacteroides heparinolyticus
Bacteroides intestinalis
Bacteroides massiliensis
Bacteroides nordii
Bacteroides oleiciplenus
Bacteroides ovatus
Bacteroides plebeius
Bacteroides pyogenes
Bacteroides rodentium
Bacteroides salanitronis
Bacteroides salyersiae
Bacteroides sartorii
Bacteroides stercorirosoris
Bacteroides stercoris
Bacteroides thetaiotaomicron
Bacteroides uniformis
Bacteroides vulgatus
Bacteroides xylanisolvens
Bacteroides zoogleoformans
Butyricimonas faecihominis
Butyricimonas paravirosa
Butyricimonas synergistica
Butyricimonas virosa
Odoribacter splanchnicus
Barnesiella intestinihominis
Barnesiella viscericola
Coprobacter fastidiosus
Dysgonomonas capnocytophagoides
Dysgonomonas gadei
Dysgonomonas hofstadii
Dysgonomonas mossii
Falsiporphyromonas endometrii
Parabacteroides distasonis
Parabacteroides goldsteinii
Parabacteroides merdae
Porphyromonas asaccharolytica
Porphyromonas bennonis
